dataflow_id,dataflow_name,existing_description,suggested_description,source,owner
182,Enabled Chevy Programmatic Sites,,,,Michael Girard
584,Enrich Credit Mapping - Quickstart,,Combines multiple data sources through joining or appending,inferred,GSTV-Domo-Admin
594,Enrich Credit Mapping - Quickstart,,Combines multiple data sources through joining or appending,inferred,
441,Enterprise - RPA Conversion for Vistar - V2.1 - Email Ingest,,Converts RPA scheduling data between internal and Vistar formats,inferred,GSTV-Domo-Admin
301,ETL - IO List v3,,,,GSTV-Domo-Admin
784,ETL to joined Simpli.fi and Salesforce Data,,Processes Salesforce CRM data for integration with Domo reporting,inferred,Antonio Bowens
443,EV - Restriction Management - Combined Restrictions,"All Restrictions for States, Municipalities, Retailers, and Sites",,existing,GSTV-Domo-Admin
867,Exchange Revenue by CPM Floor,,Aggregates programmatic exchange revenue data,inferred,GSTV-Domo-Admin
839,Fairlife Daily SSP,,,,Antonio Bowens
871,Fast Sites Stats,,,,Bill Binkiewicz
26,Fill In TI Flights,,,,
895,Finance - CVI and NVI Modifications,,Processes network validated impression (NVI) calculations,inferred,GSTV-Domo-Admin
690,Finance - Programmatic Revenue Analysis - Vistar Exchange Revenue by Site,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
357,flatten TI offload 2021 - 01 - 02,,Flattens traffic instruction data from nested format into a denormalized table,inferred,
28,Flatten TI With Site Status History,,Flattens traffic instruction data from nested format into a denormalized table,inferred,
21,Flatten TPS,,,,
9,FlattenTI,,Flattens traffic instruction data from nested format into a denormalized table,inferred,
77,FlattenTI2019,,Flattens traffic instruction data from nested format into a denormalized table,inferred,
90,FourSquareExampleWithSiteInformation,,,,
886,FP6 NVI Flow,,Processes network validated impression (NVI) calculations,inferred,Adam Doughty
872,FP6 Site Meta Data,,,,Bill Binkiewicz
92,Full Site List,,,,Garrett Kohler
91,Gbase and Domo Transaction Comparisons,,Compares transaction volumes across sources for data quality validation,inferred,Aaron Olson
55,Gilbarco - Transactions - Live - Hourly,,Processes transaction data for the specified retail network,inferred,Aaron Olson
760,Gilbarco Applause Sites Health Dashboard - Data Flow,,Data quality monitoring and alerting pipeline,inferred,Bill Binkiewicz
255,"Gilbarco Coupons Printed by Date, Coupon",Distinct site count and sum printed,,existing,Adam Doughty
754,Gilbarco Hour of Week Impression Multipliers - Previous Quarter,Calculates hour of week impression multipliers for Gilbarco ICS FlexPay IV and Applause sites using the previous quarter's data.,,existing,Bill Binkiewicz
845,Gilbarco ICS - Cloud Amplifier - 24 Hours POP,,Processes Proof of Play data for ad delivery verification,inferred,Bill Binkiewicz
623,Gilbarco ICS - Transactions - Patch - Input,,Processes transaction data for the specified retail network,inferred,GSTV-Domo-Admin
901,Gilbarco ICS Monthly Operating Status Process,,,,Bill Binkiewicz
913,Gilbarco ICS Notifications - Enriched,,Combines multiple data sources through joining or appending,inferred,Viji Karthikeyan
757,Gilbarco ICS Plays By Day,,,,Bill Binkiewicz
723,Gilbarco ICS Pop + Site Status History,,Processes site operational status data for tracking and reporting,inferred,Bill Binkiewicz
658,Gilbarco ICS Revenue,,,,GSTV-Domo-Admin
720,Gilbarco ICS Site Health Transform,,Data quality monitoring and alerting pipeline,inferred,Bill Binkiewicz
865,Gilbarco ICS Site Validation Workflow,,,,Bill Binkiewicz
558,Gilbarco Job Stats Processor,,,,Bill Binkiewicz
220,Gilbarco Outage Analysis,Bumpe site counts by hour by date,,existing,Adam Doughty
213,Gilbarco Outage Impact,,,,
664,Gilbarco Programmatic Multiplier Calculation,,,,Michael Girard
102,Gilbarco to Adrenaline Test,,,,
129,Gilbarco Transactions - May 2021,,Processes transaction data for the specified retail network,inferred,Aaron Olson
621,Gilbarco V2 - Transactions - Live - Hourly,Transaction pipeline from Snowflake,,existing,GSTV-Domo-Admin
15,GilbarcoRestartAnalysisTransform,,,,
687,GK - Transaction Audit - YoY Network Comparison,,Compares transaction volumes across sources for data quality validation,inferred,GSTV-Domo-Admin
641,Governance - Dataset Updates - Rows per Update,,Administrative/governance dataflow for platform management,inferred,GSTV-Domo-Admin
804,Grouped Programmatic Direct,,,,Antonio Bowens
464,GSTV Domo User Activity,Use DS_DomoStats_Activity_Log to create a semantically valuable output of Domo use at GSTV,,existing,GSTV-Domo-Admin
869,GSTV Fast Sites Pop Metrics,,Processes Proof of Play data for ad delivery verification,inferred,Bill Binkiewicz
455,GTVID Creation - Venue Lead DMA Lookup,Creates GTVIDs in Salesforce using the Venue Lead's DMA field as a lookup,,existing,GSTV-Domo-Admin
905,GVR ICS Clawback,,Calculates revenue clawback adjustments for billing,inferred,Hailee Mcfarland
369,Heat Map - Transactions - Day of Week by Time of Day,,,,Garrett Kohler
588,Historic - Vistar Venue Avails Before Programmatic - Data Cleanup,,Processes Vistar venue availability data for sell-through analysis,inferred,Aaron Olson
245,Historical Comscore Transaction Report - WIP,,Patches or backfills historical data for completeness,inferred,Kayla Cekal
650,Hivestack - Hourly Impressions By Week,,,,Aaron Olson
646,Hourly Impression Multipliers - Site Actuals And DMA Averages,,,,Aaron Olson
142,Hourly Transactions - Writeback,,,,Aaron Olson
171,HR - Pulse Survey,,,,Aaron Olson
531,HuntBrothersPizza_2023_Retailer_Logs,,,,GSTV-Domo-Admin
422,Hurrican Ian Campaign Impact -,,,,GSTV-Domo-Admin
788,ICS Revenue Per Site Breakdown,,,,Aaron Olson
607,Identify Sites Playing Programmatic While Flagged Unsellable,,,,Adam Doughty
231,Impressions by IO by DMA,,,,Abigail Kane
233,Impressions By IO By DMA Previous Month,,,,Nick Kaufmann
874,Instance Governance Sample Output,,Administrative/governance dataflow for platform management,inferred,GSTV-Domo-Admin
378,INT_GSTV_Stacked_Campaign,,,,Garrett Kohler
622,Inventory - Update Place Exchange Site Status,,Processes site operational status data for tracking and reporting,inferred,Scott Anger
31,IO List for Rev Share,,,,
94,IO List for Rev Share 202001,,,,Garrett Kohler
335,IO List From Vistar BI - Pervious Month,,,,Abigail Kane
319,IO List From Vistar BI - Prior Month,,,,GSTV-Domo-Admin
144,IO List v2 Verification Flow,,,,
203,IO Products - Previous Month,,,,
230,IO with DMA with Impressions,,,,Abigail Kane
235,IOs Missing in SF,,,,Kayla Cekal
693,IOTV to DXP Conversion Planning,,,,Adam Doughty
147,IOTV1 Equipment and Operating Fees,,,,Aaron Olson
446,JIRA Data Join,,Combines multiple data sources through joining or appending,inferred,Michelle Bachmann
447,JIRA Issues w/o Dups,,,,Michelle Bachmann
448,Jira Projects,,,,Michelle Bachmann
454,JIRA Time Tracking Compliance - Month To Date,,,,Aaron Olson
770,JOined,,Combines multiple data sources through joining or appending,inferred,Antonio Bowens
773,Joined Daily SSP,,Combines multiple data sources through joining or appending,inferred,Antonio Bowens
797,Joined DE Data,,Combines multiple data sources through joining or appending,inferred,Antonio Bowens
909,Joined Place Exchange PMP Pacing Data,,Combines multiple data sources through joining or appending,inferred,Antonio Bowens
209,KFC Q1 2021 Tracker Report,https://docs.google.com/spreadsheets/d/1D52RgLt7f1KYHOQNEZkOaJjKWnIvdmfj5Hk2YAQtzCQ/edit#gid=0,,existing,Adam Doughty
701,KRPTON_TEST - Speedway - Email Transactions - Live - Hourly,Weekly Load (Live),,existing,GSTV-Domo-Admin
514,Kwik Trip for RevShare,,Processes data for the Kwik Trip retailer network,inferred,Abigail Kane
253,Landmark Industries Rent Payment,,,,Kayla Cekal
42,LiveSitesPlayingWhite,,,,
451,Magnite SSP Site List,Programmatic site list for Magnite SSP,,existing,Adam Doughty
453,Magnite SSP Site List,,,,Adam Doughty
536,Map View and Dataflow Inputs and Output IDs to Object Names,,,,GSTV-Domo-Admin
307,March POP + March TI for Vistar Analysis,,Processes Proof of Play data for ad delivery verification,inferred,Adam Doughty
88,Market Plan,,,,
98,Market Plan,,,,
552,Market Plan - Direct - Using NVIs,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
843,Market Plan - Direct - Using NVIs - Casey's General Stores Only,,Processes data specific to the Casey's retailer network,inferred,Hailee Mcfarland
598,Market Plan - Direct - Using NVIs - Gulp Media Network Only,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
659,Market Plan - Direct - Using NVIs - No Exclusions,"Same General Market Plan set up, but without the exclusions",,existing,Hailee Mcfarland
123,Market Plan - Direct - Using Transactions,,,,Aaron Olson
535,Market Plan - Direct w/NVI,,Processes network validated impression (NVI) calculations,inferred,Nick Kaufmann
554,Market Plan - Programmatic - Using NVIs,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
156,Market Plan - Programmatic - Using Transactions,,,,Aaron Olson
261,Market Plan - Site List - Snapshot - Uploaded,,,,Abigail Kane
665,Market Plan Current vs. Previous Comparison,,,,Adam Doughty
881,Marketing - CVI - Summer Tentpole and Holiday Transactions/Impression Trends,,,,GSTV-Domo-Admin
477,MARSH - Clone of Sites - Base Data Set,"Combining site data from Salesforce, additional missing columns from Gbase, and finally adding in the legacy site ID",,existing,GSTV-Domo-Admin
475,Marsh - Plays and Site Status - Sites to Reactivate,"Join Plays - by Site, Asset, Hour on Marsh - Site Status History per Day - Sites to Reactivate",,existing,GSTV-Domo-Admin
480,MARSH - Test - Sites Reporting Proof of Play - By Day-Current Month - using Snowflake for DenormalizedPoP,,Processes Proof of Play data for ad delivery verification,inferred,GSTV-Domo-Admin
479,MARSH - Test DenormalizeProofOfPlay - Remove Gbase Add Snowflake,,Denormalizes Proof of Play records into a flat structure for reporting,inferred,GSTV-Domo-Admin
587,Master Monthly Impressions - Using CVIs,,,,Nick Kaufmann
553,Master Monthly Impressions - Using NVIs,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
154,Master Monthly Impressions - Using Transactions,Creates Master Monthly Impression dataset and Post-Comscore Monthly Transactions dataset output,,existing,Aaron Olson
263,Master | Domo_Governance_Dataset,,Domo governance dataflow for instance monitoring and credit tracking,inferred,GSTV-Domo-Admin
76,MasterSchedule_TI-TPS,,,,
841,Mcdonalds Daily SSP,,,,Antonio Bowens
294,Merge Transaction Data - 0430,,Combines multiple data sources through joining or appending,inferred,Garrett Kohler
899,Mid-Campaign Tracking - Ad Ops - Active Campaigns,,Tracks campaign delivery progress against contracted commitments,inferred,GSTV-Domo-Admin
113,Minetola Vistar Test,,,,Adam Doughty
128,Missing Dover Transactions - 08/13/2020 - 10/04/2020,,Processes transaction data for the specified retail network,inferred,Aaron Olson
663,Mongo Sites,,,,GSTV-Domo-Admin
463,Monitoring - Dataflow and Dataset Execution Status - Base Data Set - DFx,Appends DS_DomoStats_DataSets to DS_DomoStats_Dataflows for combined monitoring dataset,,existing,GSTV-Domo-Admin
341,Monitoring - Sales Force Connector - Alerts,,Data quality monitoring and alerting pipeline,inferred,Garrett Kohler
311,Monitoring - Salesforce Connector Data Load,,Processes Salesforce CRM data for integration with Domo reporting,inferred,GSTV-Domo-Admin
404,Monitoring - Site Status History per Day - All Networks,,Monitoring pipeline tracking site/network operational health,inferred,GSTV-Domo-Admin
403,Monitoring - Sites Status History,Joins Site Status History - Base Data Set onto GSTV Fiscal Calendar to Monitor Data Ingest into Domo,,existing,Garrett Kohler
410,Monitoring - Snowflake Writebacks - Dai,,Monitors data pipeline health from Snowflake transaction feeds,inferred,GSTV-Domo-Admin
566,Monitoring - Speedway - S3 Transactions - Live - Hourly - Store ID QA,Transaction Patch using Speedway S3 transaction data files,,existing,GSTV-Domo-Admin
406,Monitoring - Traffic Instructions - By Network,,Monitoring pipeline tracking site/network operational health,inferred,GSTV-Domo-Admin
413,Monitoring - Traffic Instructions - Sites Reporting,,Monitoring pipeline tracking site/network operational health,inferred,GSTV-Domo-Admin
560,Monitoring - Transactions,,Monitors data pipeline health from Snowflake transaction feeds,inferred,GSTV-Domo-Admin
407,Monitoring - Transactions - All Networks,,Monitoring pipeline tracking site/network operational health,inferred,GSTV-Domo-Admin
522,Monitoring - Transactions - By Hour Analysis,,Monitors data pipeline health from Snowflake transaction feeds,inferred,GSTV-Domo-Admin
491,Monitoring - Transactions - Data Assembler,,Monitors data pipeline health from Snowflake transaction feeds,inferred,GSTV-Domo-Admin
521,Monitoring - Transactions - Snowflake Writeback Check,,Monitors data pipeline health from Snowflake transaction feeds,inferred,GSTV-Domo-Admin
43,Monthly Pop for Rev Share,,Processes Proof of Play data for ad delivery verification,inferred,
2,Monthly Revenue,,,,Aaron Olson
556,MP MOM Comparison,,,,Adam Doughty
234,Net Impressions by DMA,,,,Kayla Cekal
499,Network Dashboard - Snowflake - Base Data Set,,,,GSTV-Domo-Admin
11,Network Hourly Transactions,,,,
643,Network Uptime Metrics,Calculate key metrics to be used in determining network uptime statistics,,existing,Bill Binkiewicz
494,Network Validated Impressions - Base Data Set with Fiscal Calendar and Utility Helper,,Processes network validated impression (NVI) calculations,inferred,GSTV-Domo-Admin
401,Network Validated Impressions - Daily - Recursive,,Processes network validated impression (NVI) calculations,inferred,GSTV-Domo-Admin
440,Network Validated Impressions - Network Dashboard,"Self-joins ""Network Validated Impressions - Base Data Set"" onto itself to get Previous Week and Previous Year data",,existing,GSTV-Domo-Admin
534,Network Validated Impressions - Sites Reporting More Than 14 Days Of NVIs In The Last 32 Days,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
30,New ETL Transform,,,,
32,New ETL Transform,,,,
33,New ETL Transform,,,,Aaron Olson
57,New ETL Transform,,,,
78,New ETL Transform,,,,Aaron Olson
83,New ETL Transform,,,,Aaron Olson
89,New ETL Transform,,,,
126,New ETL Transform,,,,Aaron Olson
140,New ETL Transform,,,,Aaron Olson
172,New ETL Transform,,,,Aaron Olson
185,New ETL Transform,,,,Aaron Olson
219,New ETL Transform,,,,Aaron Olson
251,New ETL Transform,,,,
272,New ETL Transform,,,,Garrett Kohler
277,New ETL Transform,,,,Kayla Cekal
280,New ETL Transform,,,,Garrett Kohler
373,New ETL Transform,,,,Garrett Kohler
393,New ETL Transform,,,,GSTV-Domo-Admin
450,New ETL Transform,,,,GSTV-Domo-Admin
490,New ETL Transform,,,,Abigail Kane
506,New ETL Transform,,,,Bill Binkiewicz
606,New ETL Transform,,,,GSTV-Domo-Admin
633,New ETL Transform,Transaction pipeline from Snowflake,,existing,GSTV-Domo-Admin
684,New ETL Transform,,,,GSTV-Domo-Admin
725,New ETL Transform,,,,Aaron Olson
753,New ETL Transform,,,,Bill Binkiewicz
768,New ETL Transform,,,,Antonio Bowens
849,New ETL Transform,,,,GSTV-Domo-Admin
855,New ETL Transform,,,,Bill Binkiewicz
861,New ETL Transform,,,,Bill Binkiewicz
880,New ETL Transform,,,,GSTV-Domo-Admin
885,New ETL Transform,,,,Bill Binkiewicz
891,New ETL Transform,,,,Bill Binkiewicz
908,New High Bidders,,,,Antonio Bowens
105,No POP Active and Temp Sites - Most Recent Day Available,For use in Hurricane reporting,,existing,Adam Doughty
99,No POP Sites,"Sites that are Active but not receiving POP, have not yet turned Temp",,existing,Adam Doughty
609,NOC - Full Status Report - Append Email Connector Datasets,,Combines multiple data sources through joining or appending,inferred,GSTV-Domo-Admin
576,NOC - Monitoring - Site Plays,,Monitoring pipeline tracking site/network operational health,inferred,GSTV-Domo-Admin
567,"NOC - Play Monitoring - by Site, Asset, Hour",,Monitoring pipeline tracking site/network operational health,inferred,GSTV-Domo-Admin
808,NOC Flow - All Platforms FP6 DXP IOTV FP4 ICS Jupiter Status,,,,Adam Doughty
850,NOC Flow - Brand / Retailer Changes - Last 14 Days,,,,Adam Doughty
851,NOC Flow - Brand / Retailer Changes - Last 14 Days Alternate,,,,Adam Doughty
842,NOC Flow - Casey's Deployment POP History,,Processes data specific to the Casey's retailer network,inferred,Adam Doughty
782,NOC Flow - DXP Conversion Requirements,,,,Adam Doughty
783,NOC Flow - Evergreen Analysis,,,,Adam Doughty
911,NOC Flow - FP6 Activation Date Calculation,,,,Adam Doughty
798,NOC Flow - FP6 Reporting,,,,Adam Doughty
729,NOC Flow - ICS POP and Screen Counts,,Processes Proof of Play data for ad delivery verification,inferred,Adam Doughty
870,NOC Flow - ICS Sites that Need Activation Date,,,,Adam Doughty
914,NOC Flow - Jupiter Sites Report,,,,Adam Doughty
738,NOC Flow - Metrics Data Summary,,Aggregates or summarizes data for reporting,inferred,Adam Doughty
611,NOC Flow - NFC + Screen/Dispenser,,,,Adam Doughty
762,NOC Flow - NVI History,,Processes network validated impression (NVI) calculations,inferred,Adam Doughty
737,NOC Flow - Retail Partnerships Reporting,,,,Adam Doughty
733,NOC Flow - Retailer with Mixed Managed Service Sites,,,,Adam Doughty
795,NOC Flow - Revenue by Site / DMA,,,,Adam Doughty
805,NOC Flow - RPA Sites & Retailers,,,,Adam Doughty
800,NOC Flow - Screen Hardware,,,,Adam Doughty
829,NOC Flow - Screen POP Summary,,Processes Proof of Play data for ad delivery verification,inferred,Adam Doughty
727,NOC Flow - Sites Reporting POP by Platform,,Processes Proof of Play data for ad delivery verification,inferred,Adam Doughty
748,NOC Flow - Status History,,,,Adam Doughty
745,NOC Flow - Unsellable Flag Summary,,Aggregates or summarizes data for reporting,inferred,Adam Doughty
673,NOC Master Data,,,,Adam Doughty
716,NOC Report - Circle K ICS Deactivated Monitor,,Generates Network Operations Center reporting data,inferred,Adam Doughty
698,NOC Report - GVR Weekly Offline,,Generates Network Operations Center reporting data,inferred,Adam Doughty
678,NOC Report - ICS Reports,,Generates Network Operations Center reporting data,inferred,Adam Doughty
675,NOC Report - Market Plan Preview,,Generates Network Operations Center reporting data,inferred,Adam Doughty
682,NOC Report - Monthly/Weekly SLT Inventory Changes,,Generates Network Operations Center reporting data,inferred,Adam Doughty
699,NOC Report - POP / Transaction History Summary,,Generates Network Operations Center reporting data,inferred,Adam Doughty
722,NOC Report - Retailer Site Reports,,Generates Network Operations Center reporting data,inferred,Adam Doughty
709,NOC Report - TDLINX Update Flow,,Generates Network Operations Center reporting data,inferred,Adam Doughty
697,NOC Report - Transactions vs Prior Years,,Generates Network Operations Center reporting data,inferred,Adam Doughty
718,NOC Report - Wayne Gilbarco Partner Data,,Generates Network Operations Center reporting data,inferred,Adam Doughty
677,NOC Report - Weekly Master Reports,,Generates Network Operations Center reporting data,inferred,Adam Doughty
259,NOC Report Flow - Count of Network Status By Date By Network,OKR Weekly Report,,existing,Adam Doughty
210,NOC Report Flow - Count of Network Status By Date By Program,OKR Weekly Report,,existing,Adam Doughty
717,NOC Report Transactions History,,Generates Network Operations Center reporting data,inferred,Adam Doughty
543,NVI - Monthly DMA Averages,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
501,NVI Historic - Base Data Set,,Processes network validated impression (NVI) calculations,inferred,GSTV-Domo-Admin
551,NVIs - Daily and Monthly Calculations,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
597,NVIs - Daily and Monthly Calculations - Gulp Media Network Only,,Processes network validated impression (NVI) calculations,inferred,Aaron Olson
831,Odyssey 2.0 - Advertiser Churn,"Outputs: Odyssey 2.0 - Advertiser Revenue, Odyssey 2.0 - Site Revenue",,existing,GSTV-Domo-Admin
838,Odyssey 2.0 - Exchange Revenue by Advertiser,Pluto,,existing,GSTV-Domo-Admin
837,"Odyssey 2.0 - Programmatic - Exchange Revenue - by Date, Site",,Aggregates programmatic exchange revenue data,inferred,GSTV-Domo-Admin
824,Odyssey 2.0 - Programmatic Revenue - Period Comparisons,,Aggregates programmatic exchange revenue data,inferred,GSTV-Domo-Admin
833,Odyssey 2.0 - Programmatic Revenue - SSP - Full Granularity,,Aggregates programmatic exchange revenue data,inferred,GSTV-Domo-Admin
774,"Odyssey 2.0 - Revenue, Diagnostics, and Availability - by Site",,Calculates ad inventory availability for scheduling and sell-through,inferred,GSTV-Domo-Admin
806,"Odyssey 2.0 - Vistar - Exchange and Deal Revenue - by Site, Adversiter",,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
427,OPP/IO for Sept. Rev Share w IO 7409,,,,Abigail Kane
138,OPP/IO Rev - Base Data Set,,,,GSTV-Domo-Admin
1,Opportunities - Base Data Set,,,,GSTV-Domo-Admin
900,Opportunities - Buying Agencies,,,,GSTV-Domo-Admin
303,Orca Transaction Patch - Data Assembler Output Schema Match,,Patches or backfills historical data for completeness,inferred,Garrett Kohler
296,Output - Merge Transactions - 0412,,Combines multiple data sources through joining or appending,inferred,Garrett Kohler
295,Output - Remove Duplicated - Merged Transaction Data - 0430,,Combines multiple data sources through joining or appending,inferred,Garrett Kohler
297,Output - Remove Duplicates - Merge Transactions - 0412,,Combines multiple data sources through joining or appending,inferred,Garrett Kohler
116,Parkin Vistar,GTV + Vistar Enabled,,existing,Adam Doughty
462,Partner Inventory List - AdQuick,,,,Isaac Olowokere
459,Partner Inventory List - Adstruc,,,,Isaac Olowokere
493,Partner Inventory List - Billups,,,,Isaac Olowokere
460,Partner Inventory List - Domedia,,,,Isaac Olowokere
461,Partner Inventory List - Goldfish Ads,,,,Isaac Olowokere
458,Partner Inventory List - MediaX,,,,Isaac Olowokere
471,Partner Inventory List - Rapportal,,,,Isaac Olowokere
500,Partner Inventory List - Talon/Plato - Offline Frames,,,,Isaac Olowokere
457,Partner Inventory List - Talon/Plato - Online Frames,,,,Isaac Olowokere
121,Partner Site List - Adomni,,,,Aaron Olson
177,Partner Site List - Adquick,,,,Aaron Olson
176,Partner Site List - Aki,,,,Aaron Olson
519,Partner Site List - Broadsign,,,,Abigail Kane
206,Partner Site List - Hivestack,,,,Abigail Kane
207,Partner Site List - Hivestack,,,,Abigail Kane
97,Partner Site List - Place Exchange,,,,GSTV-Domo-Admin
64,Partner Site List - Ubimo,,,,GSTV-Domo-Admin
472,Partner Transaction List - Rapportal,,,,Aaron Olson
354,Patch -  Opportunities - Base Data Set,,Patches or backfills historical data for completeness,inferred,Garrett Kohler
429,Patch - DFx - Vistar Programmatic Exchange Revenue,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
353,Patch - OPP/IO Rev - Base Data Set,,Patches or backfills historical data for completeness,inferred,Garrett Kohler
555,Patch - Speedway - S3 Transactions - Live - Hourly,Transaction Patch using Speedway S3 transaction data files,,existing,GSTV-Domo-Admin
384,Patch - Transactions - All Networks,,Patches or backfills historical data for completeness,inferred,Garrett Kohler
127,Patch - Transactions - All Networks - Hourly,"Takes combined patch data from all networks, assigns partition key, joins site and status history data, and creates an input dataset for Data Assembler to partition-update the Unvalidated Transactions - Hourly dataset",,existing,GSTV-Domo-Admin
312,Patch - Transactions - Gilbarco,,Processes transaction data for the specified network,inferred,
313,Patch - Transactions - Speedway,,Processes transaction data for the specified network,inferred,Garrett Kohler
565,Patch - Transactions - Speedway V2 - S3 Data,S3 patch process,,existing,GSTV-Domo-Admin
314,Patch - Transactions - Wayne,,Processes transaction data for the specified network,inferred,
550,Patch - Wayne Transactions - Weighted Calculation,,Processes transaction data for the specified retail network,inferred,GSTV-Domo-Admin
518,Patch DA - Programmatic Revenue - Hivestack,,Aggregates programmatic exchange revenue data,inferred,GSTV-Domo-Admin
507,Patch Process - Vistar SSP Revenue,,Processes Vistar venue availability data for sell-through analysis,inferred,GSTV-Domo-Admin
771,PD Campaign with Months,,,,Antonio Bowens
894,Platinum - Calc Active site Days,,,,GSTV-Domo-Admin
892,Platinum - Monthly Validated Revenue Days by Site,,,,GSTV-Domo-Admin
893,Platinum - Monthly Validated Revenue Days by Site,,,,GSTV-Domo-Admin
903,Platinum - Site Tiers with Revenue Predictions,,,,GSTV-Domo-Admin
793,Pluto - CPM Floors - Live,,,,GSTV-Domo-Admin
785,Pluto - CPM Group Tracking,,,,GSTV-Domo-Admin
786,Pluto - Dashboard Reporting,,,,GSTV-Domo-Admin
775,Pluto - Exchange Revenue - Hourly by Site,,Aggregates programmatic exchange revenue data,inferred,GSTV-Domo-Admin
787,Pluto - Fill First 3 Weeks CPM Floor,,,,GSTV-Domo-Admin
794,Pluto - Period Comparison Metrics,,,,GSTV-Domo-Admin
766,Pluto - Regression Analysis,,,,GSTV-Domo-Admin
781,Pluto - Reporting Metrics,,,,GSTV-Domo-Admin
743,"Pluto - Revenue - Vistar Exchange and Flex - Live - Daily, by Site",,,,GSTV-Domo-Admin
799,Pluto - Sankey Chart - Process Data,,,,GSTV-Domo-Admin
769,Pluto - Test Group Tracking,,,,GSTV-Domo-Admin
744,"Pluto - Vistar Diagnostic and Revenue - Live - Daily, by Site",,Processes Vistar diagnostic data for programmatic health monitoring,inferred,GSTV-Domo-Admin
741,"Pluto - Vistar Diagnostics and Revenue - Live - Daily, by Site",,Processes Vistar diagnostic data for programmatic health monitoring,inferred,GSTV-Domo-Admin
742,"Pluto - Vistar Diagnostics and Site Data - All - Daily, by Site",,Processes Vistar diagnostic data for programmatic health monitoring,inferred,GSTV-Domo-Admin
777,Pluto - Weekly Fill Rate Groups,,,,GSTV-Domo-Admin
834,PMAR-202 - Site Plays and Leases,,,,GSTV-Domo-Admin
240,POP for the week,,Processes Proof of Play data for ad delivery verification,inferred,Adam Doughty
80,PoP Report QL,,Processes Proof of Play data for ad delivery verification,inferred,Al Minetola
111,PoP_byNetwork,,Processes Proof of Play data for ad delivery verification,inferred,
310,Posterscope Formatted Site Data,,,,Adam Doughty
685,Pricing Test - Programmatic Revenue By Venue Groups,,Aggregates programmatic exchange revenue data,inferred,Bill Binkiewicz
730,PROD - Append - Create Prioritized RPA Schedule and RPA Names,,Combines multiple data sources through joining or appending,inferred,GSTV-Domo-Admin
732,PROD - Append - IO Updates,,Combines multiple data sources through joining or appending,inferred,GSTV-Domo-Admin
731,PROD - Append - Managed Service Retailer Contracts,,Combines multiple data sources through joining or appending,inferred,GSTV-Domo-Admin
734,PROD - Managed Services - Determine RPAs to be Unscheduled,"This dataflow creates the output dataset that will be compared to the RPA Conversion - 2 Line Items, which will remove line items that are categorized as ""RPA to Unschedule"" in this dataflow.",,existing,GSTV-Domo-Admin
736,PROD - Managed Services - RPA Conversion - Create Line Items - Ad Ops RPA Conversion,Output for Vistar Schedule Upload,,existing,GSTV-Domo-Admin
897,PROD - ORCA 6.0 - Mid-Campaign Tracking,,Tracks campaign delivery progress against contracted commitments,inferred,GSTV-Domo-Admin
752,PROD - Pluto - Revenue and Diagnostics,,,,GSTV-Domo-Admin
484,PROD - Programmatic - Place Exchange - Revenue - by Date,,Aggregates programmatic exchange revenue data,inferred,GSTV-Domo-Admin
503,PROD - Programmatic - SSP Revenue,Append SSP data together,,existing,GSTV-Domo-Admin
751,PROD - Programmatic - Vistar Email - Diagnostic Insights - Daily by Site,,Processes Vistar diagnostic data for programmatic health monitoring,inferred,GSTV-Domo-Admin
860,PROD - Programmatic - Weekly New Advertisers,,,,GSTV-Domo-Admin
807,PROD - Programmatic Revenue and Diagnostics - Base Data Sets - Odyssey + Pluto,"Outputs: Odyssey 2.0 - Advertiser Revenue, Odyssey 2.0 - Site Revenue",,existing,GSTV-Domo-Admin
399,PROD - RPA Conversion 3.1 - 2 Line Items - Ad Ops,,Converts RPA scheduling data between internal and Vistar formats,inferred,Jim Borovsky
889,PROD - RPA Scheduling - Append Most Recent Schedules from RSMs and Enterprise,,Processes creative content scheduling data,inferred,GSTV-Domo-Admin
890,PROD - Site Scoring - Data for Classification Labeling,,,,GSTV-Domo-Admin
358,PROD | Dataflow for Instance Governance Dashboard App,,Administrative/governance dataflow for platform management,inferred,GSTV-Domo-Admin
615,PROD | Dataflow for Instance Governance Dashboard App,,Administrative/governance dataflow for platform management,inferred,GSTV-Domo-Admin
875,PROD_GSTV_InstanceGovernance,,Domo governance dataflow for instance monitoring and credit tracking,inferred,GSTV-Domo-Admin
683,Programmatic - Ad Leases and Expirations,,,,GSTV-Domo-Admin
583,Programmatic - Ad Request Monitoring - Combine Cloudwatch EC2 Monitoring Sources,,Combines multiple data sources through joining or appending,inferred,GSTV-Domo-Admin
747,Programmatic - Add Fields to Programmatic Campaign Pacing,# of Days,,existing,Antonio Bowens
