dataset_id,dataset_name,existing_description,suggested_description,source,owner
83a5e1d1-901e-4b12-85ee-d784f0e7118e,Data Quality - Transactions without Store - Live - Gilbarco V2,,Operational monitoring and data governance metrics,inferred,GSTV-Domo-Admin
29ef9cca-6b4d-4a68-89c7-90b119bf9c9a,Data Quality - Transactions without Store - Live - Speedway,,Data specific to the Speedway retailer network,inferred,Aaron Olson
1269349e-68ed-4f64-9fb5-15d8dfacd399,Data Quality - Transactions without Store - Live - Speedway,,Data specific to the Speedway retailer network,inferred,GSTV-Domo-Admin
956b6b2d-c69d-4670-be1a-63b81aff26d1,Data Quality - Transactions without Store - Live - Wayne,,Operational monitoring and data governance metrics,inferred,GSTV-Domo-Admin
8384feca-8ba2-4ee0-a24e-c09723355a49,Data Quality - Transactions without Store - Live - Wayne,,Operational monitoring and data governance metrics,inferred,Aaron Olson
794f22e8-11a3-4747-99f1-98eef0c25475,Data Quality - Transactions without Store - Patch - All Networks,,Operational monitoring and data governance metrics,inferred,GSTV-Domo-Admin
69f5d78e-a787-45b3-98b8-f3b98c10665b,Data Quality Sites not Matched - Data Integrity,,Operational monitoring and data governance metrics,inferred,Kayla Cekal
9f1d9479-1652-4338-9662-1c2b6ff28198,Data Test,,,,GSTV-Domo-Admin
5efd1613-1dff-48e2-96dd-9cc44ab8700c,Dataflow Output - Appending Dataflow Output to View - Gilbarco Transactions - Writeback to Snowflake,,Data from the Gilbarco ICS network,inferred,GSTV-Domo-Admin
331f6473-bbf0-439d-bf26-ad20d041cd09,Dataflow Output - Monitoring - Gilbarco Transactions Writeback to Snowflake,,Data from the Gilbarco ICS network,inferred,GSTV-Domo-Admin
e77f9465-c746-402b-a8e7-df253a72bc02,Dataset Watchdog Alert Reporting,Dataset Watchdog Metric DataSet,,existing,GSTV-Domo-Admin
425b1557-2dfd-4f59-9129-501a1e6f6471,dataset_watchdog_demo.xlsx,,Uploaded Excel spreadsheet data,inferred,GSTV-Domo-Admin
2e67acc8-04b6-43b2-a05e-c4050c8faf50,Datasets with Schemas,,,,GSTV-Domo-Admin
9d999427-0755-4227-8308-0378add502eb,Dates Of First POP On ICS,,Proof of Play ad delivery verification data,inferred,Aaron Olson
f794675e-82b1-4f84-8bac-8b7f1cfad423,Dayparts and Weekparts - Vistar BI,,Programmatic advertising data,inferred,GSTV-Domo-Admin
1309855f-ca9c-4a84-bd13-450026fc83d6,ddx_app_client_code_245e455b-d70e-4335-805d-41f88a397eec_APP_DB,Auto generated from appdb service. datastore: 245e455b-d70e-4335-805d-41f88a397eec / collection: 2dbe8065-1297-4c54-a319-84c1d30e6728,,existing,GSTV-Domo-Admin
944b6cbc-239f-4864-81bd-64ba5d09b1b4,Demo - Sandbox - Speedway Transactions,,Data specific to the Speedway retailer network,inferred,GSTV-Domo-Admin
dcf393af-4f7e-4341-b49a-67b3f00a4f89,Demo - Sandbox - Wayne Transactions,,Sandbox demonstration dataset for testing,inferred,GSTV-Domo-Admin
2f795d6b-74b3-4c39-9ee3-db1219f30e89,DenormalizedProofOfPlay,Last 60 Days of Pop only,,existing,GSTV-Domo-Admin
15b078f4-37dc-40da-99c8-f0ff2705f809,DEV - Vistar Daily Diagnostics - API - S3,,,,Bill Binkiewicz
c923de49-0b2e-4c78-af62-98e7b2228ccc,DEV_AssembleTransactions_Gilbarco,,,,GSTV-Domo-Admin
691d14dd-fe12-4705-aeee-1cf928beef69,DEV_AssembleTransactions_Speedway,,Data specific to the Speedway retailer network,inferred,GSTV-Domo-Admin
0e16fcb8-71ac-4973-a139-b5a2d51d591f,Diagnostic Insights - ICS Sites - February 2025 MTD,,Proof of Play ad delivery verification data,inferred,Aaron Olson
784b6fa7-a374-4ecb-99c4-7b90a2e166cc,Diagnostic Insights - ICS Sites - January 2025,,Proof of Play ad delivery verification data,inferred,Aaron Olson
6f9b938f-9997-4502-a743-6539547c7651,Diagnostic Insights - ICS Sites - November-December 2024,,Proof of Play ad delivery verification data,inferred,Aaron Olson
4905f77d-e476-42ba-9f41-0b5a5b16da12,"Diagnostics - Availability - by Date, As-Of Date, Site","Impression capacity, reserved and available impressions, and reserved and available SOV",,existing,GSTV-Domo-Admin
b95fbb8d-efee-410f-bd72-8cddd028ced9,Diagnostics - Dover Play Rate - Effect on Programmatic Revenue,,Diagnostic data for investigating system or data issues,inferred,GSTV-Domo-Admin
0b6857bc-b777-45da-b2ac-9cab4f710db2,Direct Flex Monthly with DMA,,Direct and flexible advertising revenue data by retailer,inferred,Antonio Bowens
10f8bcc7-3dbf-4eec-b510-a8fb3d6c444e,Direct to Retailer - Kwik Trip,,Data specific to the Kwik Trip retailer network,inferred,Abigail Kane
39e2007d-ed27-4255-8740-423928babd96,Discover Joined SSP,,Programmatic advertising data,inferred,Antonio Bowens
ac1c522e-a40a-4c5c-9ce3-e4605a863fcc,DMA - GTVID Creation - Salesforce Input,,DMA-to-site mapping data for geographic targeting,inferred,GSTV-Domo-Admin
3c730bcc-5904-4ff8-b607-66b6c3066a2f,DMA - Sandbox - Partial,,DMA-to-site mapping data for geographic targeting,inferred,GSTV-Domo-Admin
adfadcfe-f654-41ae-9d99-7bc0ce2516d8,DMA Codes.xlsx,,Designated Market Area (DMA) reference data,inferred,Abigail Kane
fb632406-fee7-4d8b-87a0-de641f1d37c7,DMAs by Status,,DMA-to-site mapping data for geographic targeting,inferred,Adam Doughty
fd4e25da-ef68-4674-8ebb-29b083148fb3,Domo Daily Revenue from Broadsign-08_15_2024 19_12_47 +00_00 csv,,Data from the Broadsign digital signage platform,inferred,GSTV-Domo-Admin
1093b357-7b8a-4092-882c-ee9271a7011c,Domo Datasets Most Recent Status and Schedule,All Datasets,,existing,GSTV-Domo-Admin
e74898b6-e5f8-406f-9379-3defd8d2e20a,Domo Datasets Most Recent Status and Schedule - Filter Out Dataflows and Dataset Views,,,,GSTV-Domo-Admin
fdf3ffa3-865f-4a82-857f-678a92e5d040,Domo Explorer – Alert Rules,Auto-created config table for alert rules,,existing,GSTV-Domo-Admin
6a4d1cfe-8b02-4b01-bc1e-ffd01c7d6453,Domo Explorer – Alert Rules,Auto-created config table for alert rules,,existing,GSTV-Domo-Admin
62223eef-a1c3-40e5-b0d3-c94893d24f09,Domopalooza Demo - Platinum Monitoring,Dataset Watchdog Metric DataSet,,existing,GSTV-Domo-Admin
987dba89-5aef-4fa7-8cc3-ec651a9d9b58,Domostats - Account Permissions,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
e6e8396b-ac64-4a3c-aaf5-569df7632922,Domostats - Accounts,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
0ebb41b7-fcbb-4961-bdb5-761ebc921927,Domostats - Activity Log,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
31d5342e-e9c7-443e-9c9c-c9e942945250,DomoStats - Beast Modes used in Cards,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
216280fc-1c40-4723-a982-a9bf0ba733f9,DomoStats - Card Datasource,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
3434ba8e-9d94-4844-9503-54e7dedb98e6,DomoStats - Card Pages,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
e7841cd8-087e-401c-bcd1-c8f40876ba90,Domostats - Credit Usage,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
ee30c427-a435-47f0-9306-d1024010e283,DomoStats - DataFlow and View Inputs - Map IDs to Name,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
48f1698c-4a56-4d70-91d8-45067292d140,Domostats - Dataflow History - Domo System Datasets - Base Datset,,Domo platform governance and usage statistics for instance monitoring,inferred,Aaron Olson
bc3c561c-ecf5-40bc-be67-b6c51d88bb09,DomoStats - DataFlow Input Datasources,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
12307906-1154-4d9d-9ec3-7ed4818a9fb3,Domostats - Dataflow Input Datasources with Names,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
3ab0d4fe-81b8-42ac-b990-74ed8a210cba,DomoStats - DataFlow Output Datasources,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
9fdf8144-6c50-4c28-8c20-258850caff6b,Domostats - Dataflow Output Datasources with Names,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
d33ee5a2-c009-45d7-a358-de3c466e148d,Domostats - Dataflows,,Domo platform governance and usage statistics for instance monitoring,inferred,Aaron Olson
007ce3c5-c8da-45d3-89e8-1081fe904f39,DomoStats - DataFlows DataSets People and Health,,Domo platform governance and usage statistics for instance monitoring,inferred,Aaron Olson
aecb2b5b-4bde-4ef2-829b-fe5a354ff517,DomoStats - DataFlows DataSets People and Health,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
6d392d40-1f21-4144-aa3e-510853c42338,DomoStats - DataFlows DataSets People and Health,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
257f3112-8a96-47ff-80fc-08595b266c5a,DomoStats - DataFlows|DataSets|People|Health,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
c0093bba-c3d2-43dc-8d9e-2d6204ed39e5,Domostats - Dataset Access,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
0338a306-e02b-4489-8e23-5b6f1fcd7ab8,DomoStats - DataSet and DataFlow History with DataSet Names and Owners,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
ad6a77ac-638a-46ce-9f97-e035060f02c8,DomoStats - DataSet and DataFlow History with DataSet Names and Owners,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
799ed93d-9822-4e80-9df6-1d7301dcaf84,DomoStats - DataSet and DataFlow History with DataSet Names and Owners,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
56cb4342-908a-4627-b2ee-897dcdf8cf8a,DomoStats - DataSet and DataFlow History with DataSet Names and Owners,,Domo platform governance and usage statistics for instance monitoring,inferred,Aaron Olson
283a45a4-0ed4-43f8-a964-07a77b675d0f,Domostats - Dataset Execution Errors,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
75c8f53c-5da9-457b-bc06-12628497bd9a,DomoStats - DataSet Schema,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
549d8485-620d-459e-ae40-8fc4346e1477,DomoStats - DataSet Schema,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
d003321e-a362-42dd-a914-d458d9253b74,Domostats - Dataset Tags,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
23c73d96-18fa-4325-a5a7-7316f6c7dbb3,Domostats - Datasets,,Domo platform governance and usage statistics for instance monitoring,inferred,Aaron Olson
081eac2a-f792-42d9-80d5-4314b6d0fc0e,DomoStats - DataSets with Owners,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
f2d119c2-9b7a-476b-80b2-897fa9571ec9,DomoStats - DataSets with Owners,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
534bf556-0c8e-437f-a3fa-e353b3e61a3b,DomoStats - DataSets with Owners,,Domo platform governance and usage statistics for instance monitoring,inferred,Aaron Olson
2e46b662-cd46-4130-bf7c-b1b59329c4b4,DomoStats - DataSets with Owners,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
fb65c85e-5e02-4458-aa4a-533efcb41204,DomoStats - Deleted DataSets,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
8a0fc59a-1f79-4eb3-b31d-7d8bf2e70f84,Domostats - Domo System Dataset - Base Dataset,,Domo platform governance and usage statistics for instance monitoring,inferred,Aaron Olson
93517824-3394-4324-a4f5-606bcc598f55,Domostats - Mobile Activity,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
68f9e954-f62e-4fe8-bcd2-e8ad13fe4f19,Domostats - Pages,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
b6c18883-5dab-45ab-ad4b-1c8131d76aff,Domostats - Pages with Multiple Owners,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
b1913048-006d-4cd0-a53c-753939671f5f,Domostats - People,,Domo platform governance and usage statistics for instance monitoring,inferred,Aaron Olson
4b41d186-51ff-4858-9c4b-4d929e306533,Domostats - Sandbox Content Mappings,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
e67ac918-527e-4b68-ab73-4a9bccda5953,Domostats - User Activity,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
5fd13d45-e10b-460f-99c1-b403a7361dd4,DomoStats - User Landing Resource,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
62ca2d19-b5c3-429d-8412-224e1ec88b32,Domostats - View and Dataflow Inputs and Outputs,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
c5ffe7d0-eb15-4ebc-b65d-15ad8f7d060c,Domostats - View Input Datasources with Names,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
ca565e2b-f8b1-4131-94b8-385128edf475,DomoStats - View Inputs,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
57fd559d-256f-44d1-beb8-24d518016eff,DomoStats People with Activity Log,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
117b15dd-893b-4c80-ac6a-460da745ed51,DomoStats People with Activity Log,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
91a8bcbd-33e3-4e86-9c14-c5a4e8f452d6,Dover - Transactions - Live - Hourly - Matched,,Data specific to the Dover network,inferred,GSTV-Domo-Admin
46bf2b38-5169-4e85-9f6c-df6da8bc7be6,Dover - Transactions - Live - Hourly - Matched,,Data specific to the Dover network,inferred,GSTV-Domo-Admin
a611854b-aa04-45a5-ae75-48e3b8a2eb59,Dover - Transactions - Live - Hourly - Not Matched,,Data specific to the Dover network,inferred,GSTV-Domo-Admin
846cb7be-f05b-415f-bb61-781a7787d6f4,Dover - Transactions - Live - Hourly - Not Matched,,Data specific to the Dover network,inferred,GSTV-Domo-Admin
d0255213-4155-4f2b-828b-0d6d54135e27,Dover DXPromote Hourly Pop by Day and Terminal,,Data specific to the Dover network,inferred,GSTV-Domo-Admin
25eb721f-1a70-4caf-ad22-67f44b4e3bdc,Dover DXPromote Hourly Pop By Day and Terminal With Site Information,,Data specific to the Dover network,inferred,Bill Binkiewicz
61e27259-44e7-4691-975a-9dd36b7a029c,Dover Network Sites Reporting POP,,Data specific to the Dover network,inferred,Adam Doughty
77369242-c0f7-4ea9-ae5b-710a72e4309d,Dover Sites Not Reporting Most Recently,"Stage 2, joined Dover POP Today sites with Active/Temp Dover Sites List",,existing,Adam Doughty
3839029d-466d-40ca-af9c-7fac01748eba,Dover Sites Reporting POP Most Recently,Stage 1 for Joining against Sites Base Data to identify no-POP Dover sites,,existing,Adam Doughty
673a5175-6c41-4ed9-a321-86cb0a47f7fe,DS - Monitoring - Daily Transactions - Gilbarco,,Fuel transaction data for site activity monitoring,inferred,GSTV-Domo-Admin
cac84095-fc44-40b0-afb2-28442c01c62c,DS - Monitoring - Daily Transactions - Speedway,,Data specific to the Speedway retailer network,inferred,GSTV-Domo-Admin
23d41303-80b4-4f11-ab3b-d4a04d19905f,DS - Monitoring - Daily Transactions - Wayne,,Fuel transaction data for site activity monitoring,inferred,GSTV-Domo-Admin
c4b9a7d6-7197-431c-99e7-9e2ea7104b36,DS_DomoStats_Dataset_Execution_Error_History_INT,,Domo platform governance and usage statistics for instance monitoring,inferred,GSTV-Domo-Admin
5cb390e9-8495-4fd9-884a-a2a11c8e73f5,DSP Revenue - DXPromote (Dover)_CB,,Site and location reference data,inferred,Cody Baker
d6e0ac5e-84af-4be9-9947-4a642c4cb716,Duplicate Test,,,,Abigail Kane
49b2b4cb-b4f1-42ea-a1b1-1bd616960bce,DXP / ICS Simple POP Check,,Site and location reference data,inferred,Adam Doughty
dca3b768-a355-4688-9898-a6a433a7c1ee,DXP Conversion Master List 053025.xlsx,,Insertion order data from the ad sales workflow,inferred,Adam Doughty
83fd0697-418f-4728-87a5-da94d42d93a3,DXPromote POP Data By Day,,Site and location reference data,inferred,Bill Binkiewicz
32b05dff-e075-4ebe-9778-b3a3685950f3,DXPromote Proof Of Play Delay Analysis,,DXPromote Proof of Play data for retailer-promoted content verification,inferred,Aaron Olson
8c0ad9f4-ec9d-433d-afc0-7db0e6ec3b02,EC2 Monitoring -  GIlbarco - Daily Ad Requests,,Operational monitoring and data governance metrics,inferred,GSTV-Domo-Admin
c7aac9e7-6d8e-4800-b9a7-5e5f07a3f64e,EC2 Monitoring - Dover - Daily Ad Requests,,Operational monitoring and data governance metrics,inferred,GSTV-Domo-Admin
09dd8791-3c70-499d-ada3-7ef258000df2,EC2 Monitoring - Speedway - Daily Ad Requests,,Data specific to the Speedway retailer network,inferred,GSTV-Domo-Admin
325b58c8-b011-4563-ba9b-d144dab85a49,EC2 Monitoring - Wayne - Daily Ad Requests,,Operational monitoring and data governance metrics,inferred,GSTV-Domo-Admin
0f4ddbec-47a7-46e0-b7e6-d11d05209633,EDA - Exchange Inventory - Site Floor Group - Filterable on CPM Floor and Date,,CPM floor pricing data for programmatic bid management,inferred,GSTV-Domo-Admin
819632d5-12b3-4fce-b66e-d5b6752f0a6c,Editable DataSet for View of Monitoring - Transactions - Snowflake Writeback Check,Editable DataSet for View of Monitoring - Transactions - Snowflake Writeback Check (null),,existing,GSTV-Domo-Admin
8ede547e-a314-4e90-9488-94075468552e,Editable DataSet for View of New Editable Table,Editable DataSet for View of New Editable Table (null),,existing,GSTV-Domo-Admin
9dcf1807-5297-4e94-8821-68836f5775a3,Editable DataSet for View of View of Monitoring - Transactions - Snowflake Writeback Check,Editable DataSet for View of View of Monitoring - Transactions - Snowflake Writeback Check (null),,existing,GSTV-Domo-Admin
29d0ed56-07c8-41fb-8d17-d52eeae935be,Engineering Production Support,,Engineering production support data,inferred,Bill Binkiewicz
e5ea8321-d6e9-4587-b80c-8cc0d3e2ad4e,Enterprise Serials + MAC 050225.xlsx,IOTV Enterprise Data to JOIN with DXP Planning Data,,existing,Adam Doughty
f8781f81-17d2-415e-bfad-ee75bbcf4061,Example Sales,,Example/sample dataset for training or demonstration purposes,inferred,Antonio Bowens
857c1364-960b-4378-a8d2-5fccd1991592,Example Sales Data,,Example/sample dataset for training or demonstration purposes,inferred,GSTV-Domo-Admin
80508b67-735b-45b3-881f-6b7d2ba35d8b,Example Sales Data,,Example/sample dataset for training or demonstration purposes,inferred,GSTV-Domo-Admin
e717f109-c224-48ec-845a-a2a03ff10e39,Example Sales Data,,Example/sample dataset for training or demonstration purposes,inferred,GSTV-Domo-Admin
9b11945b-3738-48c6-a195-de3bcd1c0f26,Example Sales Data,,Example/sample dataset for training or demonstration purposes,inferred,Antonio Bowens
37bfa6a8-2421-44db-904c-ad66680a98fd,Example Sales Data,,Example/sample dataset for training or demonstration purposes,inferred,GSTV-Domo-Admin
c2627ca5-0d79-478b-974b-ca2e70e6b588,Example Sales Data,,Example/sample dataset for training or demonstration purposes,inferred,GSTV-Domo-Admin
3965a3d7-c3ac-486d-aed4-9b3683822933,Exchange Revenue by CPM Floor,,CPM floor pricing data for programmatic bid management,inferred,GSTV-Domo-Admin
268b5df4-3ff1-49a6-a344-a17e2777bad8,Excluded Sites Due To Low Transactions,,Fuel transaction data for site activity monitoring,inferred,Aaron Olson
45c66ca6-bdd4-4378-a000-2c195ce11b48,Fairlife Joined SSP,,Programmatic advertising data,inferred,Antonio Bowens
92e35857-6c38-419b-985c-1f8d273dc2e2,Fast Sites Health Dataset,,,,Bill Binkiewicz
e1500504-e3c8-4885-a5b0-b3897aba7211,"Files played at each site, past 60 days",Join against sites that only played 1 file,,existing,Adam Doughty
aac1b28c-e5a4-4e18-9730-4568d1dfba81,filter test,,,,Abigail Kane
a3df0567-e64c-4f23-a400-1ed44e6f1427,Finance - Campaign Validated Impressions - Modified - includes Hardware Type,,Campaign-level validated impression counts for ad delivery verification,inferred,GSTV-Domo-Admin
c58f4a55-a80b-4b9d-9336-da7f9d46f1ba,Finance - Campaign Validated Impressions - Modified - includes Hardware Type,,Campaign-level validated impression counts for ad delivery verification,inferred,GSTV-Domo-Admin
d16cb8c9-29e5-48aa-b6cb-506964f6a1c5,Finance - Campaign Validated Impressions - Modified - includes Hardware Type,,Campaign-level validated impression counts for ad delivery verification,inferred,GSTV-Domo-Admin
f456624c-ae50-4d6b-b8cd-bf01d0942912,Finance - Campaign Validated Impressions - Modified - includes Hardware Type,,Campaign-level validated impression counts for ad delivery verification,inferred,GSTV-Domo-Admin
e808e939-94c4-4152-804d-073e60996e83,Finance - Network Validated Impressions - Modified - includes Hardware Type,,Network-level validated impression (NVI) counts for audience measurement,inferred,GSTV-Domo-Admin
9de182d4-ce7a-436f-892c-f24f51eecf9e,Finance - NVIs by Hardware Type,,,,Hailee Mcfarland
676b1090-8179-4036-b41f-b335ee732333,Finance - Programmatic Revenue Analysis - Vistar Exchange Revenue by Site,,Programmatic exchange revenue from SSP partners,inferred,GSTV-Domo-Admin
61392887-950c-4c80-8a7e-8706e202a8f0,Flagged Unsellable Sites Playing Programmatic,,Programmatic advertising data,inferred,Adam Doughty
b90ff46a-88a0-4d9a-bd82-290927e534b6,Flexpay 6 Onboarding - Existing Gilbarco Site List,,Site and location reference data,inferred,Adam Doughty
316e3dff-4d62-4ab7-9cc6-7d98817bb0b6,Formula Hour Test,,,,Abigail Kane
86b9f48d-98dc-4775-a3e2-ce47c64fc575,Formula Test,,,,Abigail Kane
9600aada-2750-4705-a606-0102f22352a0,formula test,,,,Abigail Kane
9cdf4ae5-cbc2-4046-bfcf-4452eb0ab9ae,Formula Test,,,,Abigail Kane
1e4e15d5-9d3c-48bf-831c-438fd6d292a0,FP6 NVI Sites (ALL),,Impression measurement data for ad delivery tracking,inferred,Adam Doughty
d1212a30-15d8-4b8e-921e-cc71e1024ecd,FP6 NVI Sites to Activate,,Impression measurement data for ad delivery tracking,inferred,Adam Doughty
3ab4edc5-df09-4b9b-a8ca-c1f898e12555,FP6 Shared Resource Static Upload,FP6 Onboarding Data from GVR,,existing,Adam Doughty
7918edea-697b-4673-9fca-54ebb92efc36,FP6 Shared Resource v2,,,,Adam Doughty
a3d8a043-6e4c-473b-81c6-7207efeb9a77,FP6 with NVI in Last 7 Days (all),,Impression measurement data for ad delivery tracking,inferred,Adam Doughty
4c60c1c1-ebc2-4c04-b428-8959f4059a1e,FP6-Device-Detail (app versions).csv,,Uploaded CSV data file,inferred,Bill Binkiewicz
959b192d-1f85-439a-add9-927e14a6d0ef,FP6_Device_Detail (with Prompt).csv,,Uploaded CSV data file,inferred,Bill Binkiewicz
b8f50154-45fd-40a7-b046-c11ef6fb69ce,Fuel Brand Changes Today vs 180 Days Ago,,,,Adam Doughty
92ea7e81-59cd-4340-9f15-b62435a85303,Fuel Brands 180 Days Ago,,,,Adam Doughty
5943f301-3735-4ace-ab9f-9135bddc6036,Full Status Report - Wayne,"Weekly report from Wayne listing all sites, for comparison against GBase/Salesforce site data",,existing,Adam Doughty
d70b68ba-5138-4f55-bcc1-7c247c8cb026,"Full Status Report - Wayne, GSTV Update to Wayne - All GTVID",,Site and location reference data,inferred,Adam Doughty
f4e44014-cdbc-46bb-95ff-2b9c9b877404,Full Status Report A-F,,Site and location reference data,inferred,Adam Doughty
73cd2a5a-b1c9-43c8-9db3-bb0a0be5b70f,Full Status Report G-H,,Site and location reference data,inferred,Adam Doughty
f8bcaabf-e4aa-440a-84e3-0c2170c47ac2,Full Status Report G-H.xlsx,(2 of 6),,existing,Scott Anger
7f2e5846-69d3-4596-a6f7-007cf2a8ef46,Full Status Report I-L,,Site and location reference data,inferred,Adam Doughty
51759367-9864-4200-b548-6b7c271425b7,Full Status Report M,,Site and location reference data,inferred,Adam Doughty
83a431ed-e432-4a03-b85d-9fe49c440b13,Full Status Report N-R,,Site and location reference data,inferred,Adam Doughty
50796ba8-b855-434f-b590-4a253d4136b1,Full Status Report S-Z,,Site and location reference data,inferred,Adam Doughty
bd6492fb-1a10-4893-9bac-ba8866c12436,G&M Oil Weekly Report,,Weekly operational health report data,inferred,Adam Doughty
9d2aaa3b-7ea4-41db-aae6-535b5e1b729e,"GA Sites Lottery History, Monthly",,,,Adam Doughty
2cf0413f-7b70-4eeb-b777-cef68678076d,Gbase Sites,"All site information (which program, network, lat+long location, DMA, FIPS Code, Hardware specifications, # Screens, etc)",,existing,GSTV-Domo-Admin
60ae1d34-6089-467a-9c7c-461bffbf6233,Gbase Sites - Configuration Volumes,,Site and location reference data,inferred,GSTV-Domo-Admin
76dec14b-ebe5-4c90-949e-850c1778af1b,Gbase Sites - Configurations,,Site and location reference data,inferred,GSTV-Domo-Admin
891c0b65-7182-43c6-ac62-30db1d8d4e06,Gbase Sites - Flags,,Site and location reference data,inferred,GSTV-Domo-Admin
a21094c6-8396-49e2-afb7-f05c258d61fe,Gbase Sites - Identifiers,,Site and location reference data,inferred,GSTV-Domo-Admin
23faf472-4795-4eb2-a371-0a8b99fa831d,Gbase Sites - Programmatic,,Site and location reference data,inferred,GSTV-Domo-Admin
116372c5-5f18-4369-a309-f7f270d82063,GBASE SlimAllSitesExportReport,Slim Export from Gbase,,existing,Scott Anger
c20220a4-7e85-4aba-9e16-3f0a35caf7f0,General Market Plan Site Exclusion List 2024-2026.xlsx,"Sites NOC wishes to exclude from the traditional MP, but keep in the programmatic MP",,existing,Scott Anger
d92440c9-d083-4e08-8367-d41cb65edb41,Gilbarco - Live - Transactions - Hourly - Input,,Data from the Gilbarco ICS network,inferred,GSTV-Domo-Admin
c358daf7-9a63-4e65-84ca-e6f53e806463,Gilbarco - Place Exchange - Cleaned,,Programmatic advertising data,inferred,Abigail Kane
a6d93e56-0b60-4a97-ab80-751f1babdce3,Gilbarco - Sites Reporting Fewer Than 50 Transactions - Control Center Only,,Data from the Gilbarco ICS network,inferred,Aaron Olson
4f3529bc-91cf-4913-867d-78829eb26988,Gilbarco - Transactions - Live - Hourly - Matched,,Data from the Gilbarco ICS network,inferred,Aaron Olson
adfde8f3-049e-4a37-a8ea-ae08c7f783f6,Gilbarco - Transactions - Live - Hourly - Not Matched,,Data from the Gilbarco ICS network,inferred,Aaron Olson
a8d59c4e-d547-488a-af7e-278714283973,Gilbarco - Txn Patch - 092725,,,,GSTV-Domo-Admin
31d85813-7e18-4adb-8d08-c34ea7a1deb1,Gilbarco - TxnPatch - Nov 15,,,,GSTV-Domo-Admin
b6a3656e-db8f-4dd1-ba01-71caee72aeab,Gilbarco - TxnPatch - Nov 18 2025,,,,GSTV-Domo-Admin
74c9e7f2-02ae-43a6-9779-6aafcb2d2deb,Gilbarco 28-day November play counts,by hour of week,,existing,Michael Girard
ecb0263e-edb7-400e-8c22-c51cc44b8309,Gilbarco Applause and ICS Impression Hour of Week Multipliers,,Data from the Gilbarco ICS network,inferred,GSTV-Domo-Admin
4ce6d9e7-05fe-462b-821b-d65967a18012,Gilbarco Applause Control Center Site Export,Daily emailed CC site data,,existing,Adam Doughty
fde938d3-57bb-4925-a142-2739f90e8426,Gilbarco Applause Sites Health Dashboard,,Proof of Play ad delivery verification data,inferred,Bill Binkiewicz
29d6163b-d53e-4938-ac50-abb780db034a,Gilbarco Control Center Dispenser Health Data,,Site and location reference data,inferred,Bill Binkiewicz
