dataset_id,current_name,proposed_name,change_type,owner_name
d70c56d3-453c-4740-acf4-0e844ae7375e,Raw DXPromote Proof Of Play - 6 Hours Out,Raw DXPromote Proof of Play - 6 Hours Out,casing_fix,Aaron Olson
acd470e9-b008-4c72-9ff7-aecb8938b96a,Raw DXPromote Proof Of Play - 7 Hours Out,Raw DXPromote Proof of Play - 7 Hours Out,casing_fix,Aaron Olson
31f66cef-5473-458d-9675-dc0cb966bab4,Raw DXPromote Proof Of Play - 8 Hours Out,Raw DXPromote Proof of Play - 8 Hours Out,casing_fix,Aaron Olson
f461c246-058c-4703-b565-7e378e95eddc,Raw DXPromote Proof Of Play - 9 Hours Out,Raw DXPromote Proof of Play - 9 Hours Out,casing_fix,Aaron Olson
3bca4740-0ee9-4ac3-8fd2-2ff6a5504ffd,Rev Allocation - Base Data Set,Rev Allocation - Base Dataset,casing_fix,GSTV-Domo-Admin
d8590656-a298-4e15-9e23-8e50f5c50246,Rev Share - Sites Reporting Proof of Play - By Day,Revenue Share - Sites Reporting Proof of Play - By Day,casing_fix,GSTV-Domo-Admin
55bf45e3-fbb2-4936-8da0-b19e3c65cd02,RPA Scheduling - Base Data Set,RPA Scheduling - Base Dataset,casing_fix,GSTV-Domo-Admin
707b9c18-b324-4378-9a6c-2fbe63adf7a5,RPA Utilization - From Snowflake Traffic Instructions - Rev Share,RPA Utilization - From Snowflake Traffic Instructions - Revenue Share,casing_fix,Sriram Vepuri
d3f8a51f-2cc6-4971-ac89-13dfeed4170b,RPA Utilization - Seed Data Set,RPA Utilization - Seed Dataset,casing_fix,Sriram Vepuri
f2a2ad00-d673-4df6-adba-b6f4a4bd3da4,RPA Worksheet - Template(ENTRY - 12 Line Item).csv,RPA Worksheet - Template(ENTRY - 12 Line Item),remove_extension,GSTV-Domo-Admin
617b7b99-02cd-4f34-bb02-fb7922b95814,Scott View of NOC Report - ICS + DXP Status,View - NOC Report - ICS + DXP Status (Scott),view_prefix,Scott Anger
311b1d2b-5745-4fbb-8976-bd076c6b7603,seasonal ad spend for domo.xlsx,seasonal ad spend for domo,remove_extension,Lauren Lazarus
55c8e651-9c9f-4659-8055-0a014f7928a6,Site Status History per Day -  July Comscore View,Site Status History per Day - July Comscore View,collapse_spaces,Kayla Cekal
8beef98c-a191-4f1f-b364-34f519a9794a,Site Status History per Day - Base Data Set,Site Status History per Day - Base Dataset,casing_fix,GSTV-Domo-Admin
c9d8bf14-0e33-4a4a-b6ce-69b7240e71ef,Site Status History per Day - Base Data Set - Filterable,Site Status History per Day - Base Dataset - Filterable,casing_fix,Abigail Kane
40a737bf-051a-4ca8-b907-703cb49e742a,Site Status History per Day - Base Data Set - Previous 2 Years,Site Status History per Day - Base Dataset - Previous 2 Years,casing_fix,GSTV-Domo-Admin
9c4a3f76-e262-461f-9be6-9166427ab4ec,Sites - Base Data Set,Sites - Base Dataset,casing_fix,GSTV-Domo-Admin
adb87c43-7283-4c18-be7c-ca0f4cf49227,Sites - Base Data Set - Casey's,Sites - Base Dataset - Casey's,casing_fix,Kayla Cekal
75721441-a00d-4884-8e5b-e7868f9858ce,Sites - Base Data Set - Dover,Sites - Base Dataset - Dover,casing_fix,GSTV-Domo-Admin
e467c1a8-917b-4ff0-9aab-a44207962bca,Sites - Base Data Set - Gilbarco,Sites - Base Dataset - Gilbarco,casing_fix,Aaron Olson
6982aab5-be0e-46cc-a294-6d248f84ddd3,Sites - Base Data Set - Input for Snowflake Writeback,Sites - Base Dataset - Input for Snowflake Writeback,casing_fix,GSTV-Domo-Admin
f5e5b552-dcd0-423e-b00b-8552d641cb80,Sites - Base Data Set - Kwik Trip,Sites - Base Dataset - Kwik Trip,casing_fix,Abigail Kane
ac7577cc-7c51-4571-a72e-b44b931d179e,Sites - Base Data Set - Landmark ,Sites - Base Dataset - Landmark,"strip_whitespace, casing_fix",Kayla Cekal
58d7d846-f10f-46e9-abbb-10fcc031694f,Sites - Base Data Set - One Off SItes,Sites - Base Dataset - One Off SItes,casing_fix,Abigail Kane
52f65b9e-0a56-467c-969f-1017e4bcee99,Sites - Base Data Set - Restriction Management for Retailer Success,Sites - Base Dataset - Restriction Management for Retailer Success,casing_fix,GSTV-Domo-Admin
146ef2f9-b5c4-4b1b-8695-cd8975638dd7,Sites - Base Data Set - Snowflake Writeback,Sites - Base Dataset - Snowflake Writeback,casing_fix,GSTV-Domo-Admin
aea320f3-3c12-4ae7-87d3-be2e0a682f2d,Sites - Base Data Set - Speedway,Sites - Base Dataset - Speedway,casing_fix,Aaron Olson
c932d552-d9d9-413f-9784-6edd3f0bcf6f,Sites - Base Data Set - Wayne,Sites - Base Dataset - Wayne,casing_fix,Aaron Olson
2a89ca4c-2582-4b26-a043-3bfa5a783aa8,Sites - Base Data Set w/ Flags,Sites - Base Dataset w/ Flags,casing_fix,GSTV-Domo-Admin
24168b9b-b95a-474d-a630-6d0afd1799fa,Sites - Base Data Set w/ Identifiers,Sites - Base Dataset w/ Identifiers,casing_fix,GSTV-Domo-Admin
c5528c0a-de2c-4272-b1b3-197c1a69e2f7,Sites - Base Data Set w/Flags,Sites - Base Dataset w/Flags,casing_fix,Adam Doughty
42de9d3c-ef57-44f4-874e-b0a378bce413,Sites Playing Single File - GVR Default Past 7 Days,Sites Playing Single File - Gilbarco Default Past 7 Days,network_name,Adam Doughty
866bfeae-1c3b-4804-a20c-a5aaefc3b911,Sites with Status - Base Data Set,Sites with Status - Base Dataset,casing_fix,GSTV-Domo-Admin
9ff9b208-d9bd-4611-9878-ebfe3b6d3294,Sites_LEFT_JOINED_With_POP_For_Adam,Sites LEFT JOINED With POP For Adam,underscore_to_space,GSTV-Domo-Admin
f4173d82-7505-4626-8361-4ba3af7aeb59,Speedway - Sites Not Reporting Proof Of Play,Speedway - Sites Not Reporting Proof of Play,casing_fix,Aaron Olson
e2e0ad99-7a75-4dc6-8d81-188ac83e76b4,Speedway Notifications  - MEDIA_PULLED_BY_TERMINAL only,Speedway Notifications - MEDIA_PULLED_BY_TERMINAL only,collapse_spaces,Bill Binkiewicz
3386faca-6d98-41c8-b0bb-f6570290a8ad,Speedway Txn Patch April 29 2025.csv,Speedway Txn Patch April 29 2025,remove_extension,GSTV-Domo-Admin
29aa8b86-ea6e-4701-a7a3-39856fb18661,Speedway TxnPatch July 18 2024.csv,Speedway TxnPatch July 18 2024,remove_extension,GSTV-Domo-Admin
2ce9518b-9efa-4007-a9f1-1abb379fbf9f,Speedway TxnPatch July 19 2024.csv,Speedway TxnPatch July 19 2024,remove_extension,GSTV-Domo-Admin
294b69aa-9af0-4389-805c-7d01f746070e,Speedway TxnPatch July 20 2024.csv,Speedway TxnPatch July 20 2024,remove_extension,GSTV-Domo-Admin
01f90183-e218-4b30-a674-ebc655e54166,Speedway TxnPatch July 21 2024.csv,Speedway TxnPatch July 21 2024,remove_extension,GSTV-Domo-Admin
10d5d734-87ab-46b5-a2b8-f7a138add5cf,Speedway TxnPatch July 22 2024.csv,Speedway TxnPatch July 22 2024,remove_extension,GSTV-Domo-Admin
e628823b-2073-46e0-8d97-072696b67214,Speedway TxnPatch July 23 2024.csv,Speedway TxnPatch July 23 2024,remove_extension,GSTV-Domo-Admin
53df7b9e-4a2a-4d16-8317-1fa82aab0224,Speedway TxnPatch July 24 2024.csv,Speedway TxnPatch July 24 2024,remove_extension,GSTV-Domo-Admin
e530710b-5f85-4d88-b53e-da1cb34f0d48,Speedway TxnPatch July 25 2024.csv,Speedway TxnPatch July 25 2024,remove_extension,GSTV-Domo-Admin
3ce0df22-8c75-4767-8ca2-904e093a7481,Speedway TxnPatch July 26 2024.csv,Speedway TxnPatch July 26 2024,remove_extension,GSTV-Domo-Admin
7e70336d-5171-417a-b753-76c07d100406,Speedway TxnPatch July 27 2024.csv,Speedway TxnPatch July 27 2024,remove_extension,GSTV-Domo-Admin
9f966676-14e7-4513-8f7b-98e8f81a7884,Speedway TxnPatch July 28 2024.csv,Speedway TxnPatch July 28 2024,remove_extension,GSTV-Domo-Admin
97aad0a7-0a12-471d-a8c4-0466c9f29d97,Speedway TxnPatch July 29 2024.csv,Speedway TxnPatch July 29 2024,remove_extension,GSTV-Domo-Admin
6160919c-0fa1-4476-944b-98ad94caea1d,Speedway TxnPatch July 30 2024.csv,Speedway TxnPatch July 30 2024,remove_extension,GSTV-Domo-Admin
053e370c-c701-41cd-90e8-0a63e8e6aa39,Speedway TxnPatch July 31 2024.csv,Speedway TxnPatch July 31 2024,remove_extension,GSTV-Domo-Admin
807eb0b8-c850-4b71-be7b-bcbf1ffd5026,TEMP - Additional Dover Transaction Analysis,DEV - Additional Dover Transaction Analysis,env_prefix,Aaron Olson
3fed787e-71c6-4601-bfa2-ce9c016f0b5c,Temp - Additional Dover Transactions Analysis,DEV - Additional Dover Transactions Analysis,env_prefix,Aaron Olson
70bd21e5-7608-4fcf-9931-545c088a13bb,TEMP - All ICS Sites With Migration Date ,DEV - All ICS Sites With Migration Date,"strip_whitespace, env_prefix",Bill Binkiewicz
c67986b6-a01e-4c23-8983-4e36a44ce6e8,TEMP - All ICS Sites With or Without POP Data,DEV - All ICS Sites With or Without POP Data,env_prefix,Bill Binkiewicz
02a5fae5-4c6d-4ab9-8d86-20896a6aaab8,TEMP - Campaign Validated Impressions - Base Data Set - Troubleshooting Variances,DEV - Campaign Validated Impressions - Base Dataset - Troubleshooting Variances,"env_prefix, casing_fix",Aaron Olson
dfa12fa8-ad86-4a38-99b6-715bbb18aaa0,Temp - Casey's Site List,DEV - Casey's Site List,env_prefix,Aaron Olson
b8926484-15d1-44cc-95ae-334375527d0b,TEMP - Casey's Standup - Average Daily And Monthly Impressions,DEV - Casey's Standup - Average Daily And Monthly Impressions,env_prefix,Aaron Olson
6cf6b8a6-eded-462e-a231-0c7b57ffcc84,TEMP - Combined Raw DXPromote Proof of Play,DEV - Combined Raw DXPromote Proof of Play,env_prefix,Aaron Olson
40281cfe-41bb-42b1-ac62-709e4089da38,TEMP - CVI Data Check - IO 9799,DEV - CVI Data Check - IO 9799,env_prefix,Aaron Olson
67dd6761-5ae1-41d6-9b08-d49a55b285b5,TEMP - CVIs And Revenue By Site By Month - Since FY23,DEV - CVIs And Revenue By Site By Month - Since FY23,env_prefix,Aaron Olson
7135d473-b0b7-4004-88f7-856fdd510ab2,TEMP - DFS Offline Sites Since 2023,DEV - DFS Offline Sites Since 2023,env_prefix,Aaron Olson
982179ea-6e83-4030-9d55-e49e50df4bf6,TEMP - DXPromote - Derived Versus Provided Transaction Analysis,DEV - DXPromote - Derived Versus Provided Transaction Analysis,env_prefix,Aaron Olson
a32bf5d8-906d-4f57-ba2e-0b5bb1eb2bdd,TEMP - DXPromote - Derived Versus Provided Transaction Analysis - Normalized,DEV - DXPromote - Derived Versus Provided Transaction Analysis - Normalized,env_prefix,Aaron Olson
5d255ea2-a86a-4236-8dec-815ef0f7a8a4,TEMP - DXPromote Initial Migration List,DEV - DXPromote Initial Migration List,env_prefix,Aaron Olson
6632872e-0fda-4ab3-ad97-96b12cbd9d61,TEMP - FP6 Meta Data Test,DEV - FP6 Meta Data Test,env_prefix,Bill Binkiewicz
99ab01fa-446c-409f-9326-6a03fa64cc60,TEMP - ICS - Active Sites,DEV - ICS - Active Sites,env_prefix,Aaron Olson
7605a7d4-d4c5-4837-8a06-55baa8255622,TEMP - ICS - Active Sites Not Requesting Spots,DEV - ICS - Active Sites Not Requesting Spots,env_prefix,GSTV-Domo-Admin
29bf1655-853c-4118-a15f-2afd91f0325e,TEMP - ICS Site Analysis - November 2024 - February 2025,DEV - ICS Site Analysis - November 2024 - February 2025,env_prefix,Aaron Olson
64da59ed-4c2e-4749-b7c1-34f9d65dde30,TEMP - ICS Sites - Diagnostic Insights,DEV - ICS Sites - Diagnostic Insights,env_prefix,Aaron Olson
72011334-bc7e-4893-95f7-a32f5a5e6705,TEMP - Identifying Missing Programmatic Revenue,DEV - Identifying Missing Programmatic Revenue,env_prefix,Aaron Olson
6637a6cd-bc5d-4af8-b9d8-541afda68e59,TEMP - Investigating Unvalidated Transaction Dataset Discrepancies,DEV - Investigating Unvalidated Transaction Dataset Discrepancies,env_prefix,Aaron Olson
2b892180-5e9c-4001-b9f8-ec9b2f9db295,TEMP - Master Station List Individual Site Delta Analysis - Row Per Day,DEV - Master Station List Individual Site Delta Analysis - Row Per Day,env_prefix,Aaron Olson
45a2ece4-2f20-4917-a232-3efa3e109e9e,TEMP - Master Station List Individual Site Delta Analysis - Row Per Day Of Month,DEV - Master Station List Individual Site Delta Analysis - Row Per Day Of Month,env_prefix,Aaron Olson
095099a9-0c80-4011-8509-334be7ce166f,TEMP - Monthly Revenue With Site Status History And Transactions For Analysis,DEV - Monthly Revenue With Site Status History And Transactions For Analysis,env_prefix,Aaron Olson
a2d53a07-6707-4a7a-a468-2939d489b8a4,TEMP - NVI Market Plan Comparison,DEV - NVI Market Plan Comparison,env_prefix,Aaron Olson
2e916570-58fb-472e-bc06-456df0843152,TEMP - NVI Testing - NVI - Configurable,DEV - NVI Testing - NVI - Configurable,env_prefix,Aaron Olson
ff45f194-aa33-4abe-8dc2-b8cc2820c552,TEMP - NVI Testing - Transactions - Calculated Average Daily and Monthly Impressions,DEV - NVI Testing - Transactions - Calculated Average Daily and Monthly Impressions,env_prefix,Aaron Olson
de8bb57d-c6b3-4ebe-8fc1-da5b0000a401,TEMP - NVIs - Calculated Average Daily and Monthly Impressions - 365 Day Lookback,DEV - NVIs - Calculated Average Daily and Monthly Impressions - 365 Day Lookback,env_prefix,Aaron Olson
309e9218-5efc-4fde-8701-279c488fad1e,TEMP - NVIs - Calculated Average Daily and Monthly Impressions - 90 Day Lookback,DEV - NVIs - Calculated Average Daily and Monthly Impressions - 90 Day Lookback,env_prefix,Aaron Olson
045865ec-99fa-44ae-83af-82bce84ac890,TEMP - Open Exchange CPM Analysis,DEV - Open Exchange CPM Analysis,env_prefix,Aaron Olson
87161772-82dd-4b80-bbb5-3197b494e417,TEMP - Output Testing - Initial Filter,DEV - Output Testing - Initial Filter,env_prefix,Aaron Olson
62892b57-1485-43ff-becb-02f45b8104d4,TEMP - Output Testing - Left Side,DEV - Output Testing - Left Side,env_prefix,Aaron Olson
7598c90b-ff2e-492f-8bf5-3f943a86a05c,TEMP - Output Testing - Right Side,DEV - Output Testing - Right Side,env_prefix,Aaron Olson
61756afd-2729-4b1d-9587-f6fda3a1665a,TEMP - Pluto Backfill,DEV - Pluto Backfill,env_prefix,GSTV-Domo-Admin
07bab826-155f-442a-9cf0-7ff309d04c50,TEMP - Programmatic - Vistar - All Revenue and Diagnostics - Daily By Site - Current Year,DEV - Programmatic - Vistar - All Revenue and Diagnostics - Daily By Site - Current Year,env_prefix,Aaron Olson
3f5ecd46-ecd7-4fb4-9304-bf667f04bdbc,TEMP - Programmatic Exchange Revenue By Bidder By Site,DEV - Programmatic Exchange Revenue By Bidder By Site,env_prefix,Aaron Olson
68873f43-8b3b-4c32-9c42-c49bef56d871,TEMP - Programmatic Performance By Program,DEV - Programmatic Performance By Program,env_prefix,Bill Binkiewicz
ccff890e-2157-4fe6-9446-b841be1afbad,TEMP - Rev Share Programmatic Output,DEV - Revenue Share Programmatic Output,"env_prefix, casing_fix",Aaron Olson
3bf59895-dc11-4aab-bb3c-b2023aeaaf25,TEMP - REV SHARE TROUBLESHOOTING - PROGRAMMATIC - CALCULATE MONTHLY REVENUE OUTPUT,DEV - Revenue Share Troubleshooting - Programmatic - Calculate Monthly Revenue Output,"env_prefix, allcaps_to_titlecase, casing_fix",GSTV-Domo-Admin
4f830777-d186-4892-b0e0-76ec6e7a705b,TEMP - REV SHARE TROUBLESHOOTING - PROGRAMMATIC - Each Row Now Represents One IO With A Total And Breakouts Per Rev Share Grouping - OUTPUT,DEV - Revenue Share TROUBLESHOOTING - PROGRAMMATIC - Each Row Now Represents One IO With A Total And Breakouts Per Revenue Share Grouping - OUTPUT,"env_prefix, casing_fix",GSTV-Domo-Admin
2ed9eb47-f0cc-4651-8d3d-ed8c511be688,TEMP - REV SHARE TROUBLESHOOTING - PROGRAMMATIC - EXCHANGE TO IO MAPPING OUTPUT,DEV - Revenue Share Troubleshooting - Programmatic - Exchange To IO Mapping Output,"env_prefix, allcaps_to_titlecase, casing_fix",GSTV-Domo-Admin
0c2c5352-23de-4979-b15c-e41e2ae97899,TEMP - Revenue Share - Site/State - Comparing Output vs Input,DEV - Revenue Share - Site/State - Comparing Output vs Input,env_prefix,Aaron Olson
55696ac2-6285-4b6a-b972-9f1da6b78a68,TEMP - Salesforce Duplicate Task Analysis,DEV - Salesforce Duplicate Task Analysis,env_prefix,Aaron Olson
476818f2-4231-412f-ba70-ec6a4af69b92,Temp - Sell Through V2,DEV - Sell Through V2,env_prefix,GSTV-Domo-Admin
f0811d65-4bbe-4443-8888-9961740db094,TEMP - Site Revenue Per Month,DEV - Site Revenue Per Month,env_prefix,Aaron Olson
6d12eb7f-4138-41e5-b0da-a6310b4be575,TEMP - Site Status History per Day - Base Data Set - 2022/2023/2024/2025,DEV - Site Status History per Day - Base Dataset - 2022/2023/2024/2025,"env_prefix, casing_fix",Aaron Olson
f289473c-53f5-48e4-8a97-4a3ed218e222,TEMP - Site Status History per Day - Data Schema,DEV - Site Status History per Day - Data Schema,env_prefix,Aaron Olson
24e95044-c56c-4a68-af39-079a55afae40,TEMP - Speedway/Casey's NVI Sources,DEV - Speedway/Casey's NVI Sources,env_prefix,Aaron Olson
d0e5d470-2800-493d-92dc-ae1634e34b79,TEMP - State Farm Vistar Delivery Reporting - Consolidated,DEV - State Farm Vistar Delivery Reporting - Consolidated,env_prefix,Aaron Olson
1c1f35e4-dc9d-4e55-924a-d7385428b284,TEMP - Supply Accuracy Analysis,DEV - Supply Accuracy Analysis,env_prefix,Aaron Olson
7f6dae2a-0e03-4982-b8ae-5ea40522096d,TEMP - Terminals With Clock Issues,DEV - Terminals With Clock Issues,env_prefix,Bill Binkiewicz
59579846-ac09-4b9e-a90f-2628e0d9f99d,TEMP - Testing Output For Days To Include,DEV - Testing Output For Days To Include,env_prefix,Aaron Olson
ed811fce-0250-4803-bc5e-2837bad2b778,TEMP - Transactions Analysis - Month Over Month By Site,DEV - Transactions Analysis - Month Over Month By Site,env_prefix,Aaron Olson
d9ae65a3-453d-46db-bcf6-f058e5943573,TEMP - Transactions Analysis - November,DEV - Transactions Analysis - November,env_prefix,Aaron Olson
2c31c89d-7793-4a02-af17-bdf6a60eb064,TEMP - TROUBLESHOOTING  - 2024 Branch,DEV - TROUBLESHOOTING - 2024 Branch,"env_prefix, collapse_spaces",Aaron Olson
7a930fa1-8d4d-46ed-82ab-38b226889f17,TEMP - TROUBLESHOOTING - Transactions And Site Status Join,DEV - TROUBLESHOOTING - Transactions And Site Status Join,env_prefix,Aaron Olson
0ff300a7-fd00-41d7-b5d4-b2533d75d885,TEMP - Troubleshooting Impacted Locations Calculation,DEV - Troubleshooting Impacted Locations Calculation,env_prefix,Aaron Olson
158fcfb7-9b8b-4f7e-957e-d21f65c317e5,TEMP - Unvalidated Transactions - Hourly - Data Schema,DEV - Unvalidated Transactions - Hourly - Data Schema,env_prefix,Aaron Olson
eb68068f-b90b-4f1f-bada-7c0496ca45aa,TEMP - Unvalidated Transactions - Hourly - January and February 2022,DEV - Unvalidated Transactions - Hourly - January and February 2022,env_prefix,Aaron Olson
4e233943-c63c-452c-ace1-cea416a6b472,TEMP - View of Sites,DEV - View - Sites,"env_prefix, view_prefix",Aaron Olson
87f24dc2-a86f-489a-804e-910573d64111,TEMP - Vistar - SPP Reporting By Site By Deal TTM,DEV - Vistar - SPP Reporting By Site By Deal TTM,env_prefix,Aaron Olson
7ebed331-2b13-4ce9-9cc4-6393099027d7,TEMP - Vistar - Weekly Operating Hours - Troubleshooting,DEV - Vistar - Weekly Operating Hours - Troubleshooting,env_prefix,Aaron Olson
f876d2c1-7467-422f-ad21-3354727e4b1d,TEMP - Vistar Diagnostic Insights - Q1 2024,DEV - Vistar Diagnostic Insights - Q1 2024,env_prefix,Aaron Olson
cffeab76-afb9-40de-a1e5-aa975acaea31,TEMP - Vistar Diagnostic Insights - Q2 2024,DEV - Vistar Diagnostic Insights - Q2 2024,env_prefix,Aaron Olson
78c66411-77bc-4103-92d8-6e8643ed3610,TEMP_GSTVDataGovernance,TEMP GSTVDataGovernance,underscore_to_space,GSTV-Domo-Admin
8b05f12e-0e8a-4fdf-9d56-109d0d11ca2a,Test - Deduplicated Ad Leases on _ID,Test - Deduplicated Ad Leases on ID,"underscore_to_space, collapse_spaces",GSTV-Domo-Admin
d5e6cec4-f407-4fec-a3c0-49f7f5b01f62,TEST - TDLINX,TEST - Tdlinx,allcaps_to_titlecase,Abigail Kane
698f705d-39f4-4085-81f2-57e6c45bc03c,TEST_KRYPTON - Averages including duplicates. ,TEST KRYPTON - Averages including duplicates.,"strip_whitespace, underscore_to_space",Aaron Olson
5c4f1574-f6d1-41e8-8a3d-c809c3095736,TEST_KRYPTON - Gilbarco - Transactions - Live - Hourly - Matched,TEST KRYPTON - Gilbarco - Transactions - Live - Hourly - Matched,underscore_to_space,GSTV-Domo-Admin
c802df1d-25ea-4e4c-8952-1d422d39a176,TEST_KRYPTON - Gilbarco - Transactions - Live - Hourly - Not Matched,TEST KRYPTON - Gilbarco - Transactions - Live - Hourly - Not Matched,underscore_to_space,GSTV-Domo-Admin
d37faad1-28f6-4554-9df6-029215360b25,TEST_KRYPTON - Site Status History Per Day - Configurable,TEST KRYPTON - Site Status History Per Day - Configurable,underscore_to_space,GSTV-Domo-Admin
666ff319-afd5-4320-8f25-fe188b0e3517,TEST_KRYPTON Wayne - Transactions - Live - Hourly - Matched,TEST KRYPTON Wayne - Transactions - Live - Hourly - Matched,underscore_to_space,GSTV-Domo-Admin
e593d944-ef2a-4814-882c-7cc733cdcf76,TEST_KRYPTON Wayne - Transactions - Live - Hourly - Not Matched,TEST KRYPTON Wayne - Transactions - Live - Hourly - Not Matched,underscore_to_space,GSTV-Domo-Admin
a5352bbd-dafe-4746-9df3-2652ec471ab9,TEST_VEGAS - User Input - Contract Details,TEST VEGAS - User Input - Contract Details,underscore_to_space,GSTV-Domo-Admin
bcf2e388-789a-4c41-857a-696d4a9225b1,TEST_VEGAS - User Input - IO Details,TEST VEGAS - User Input - IO Details,underscore_to_space,GSTV-Domo-Admin
103ec61d-491f-403b-9384-8145372ff975,TEST_VEGAS - User Input Validation - Contract Input Not Matched,TEST VEGAS - User Input Validation - Contract Input Not Matched,underscore_to_space,GSTV-Domo-Admin
14608dc7-8599-44fb-a984-e79103d851fc,TEST_VEGAS - Validated User Input - Contract Matched to IOs,TEST VEGAS - Validated User Input - Contract Matched to IOs,underscore_to_space,GSTV-Domo-Admin
ec10002f-d286-43f3-979d-1711eef34eaa,TPM Q4 2025 PTO Report.xlsx,TPM Q4 2025 PTO Report,remove_extension,Bill Binkiewicz
32b244b6-716a-4c90-8b9b-ddef47b8dd81,Traffic Instructions - Rev Share - Base Data Set,Traffic Instructions - Revenue Share - Base Dataset,casing_fix,GSTV-Domo-Admin
6e839ef0-fb56-4822-9143-fb469d8e5355,Transactions - Gilbarco ICS - from UNVALIDATED_TRANSACTION,Transactions - Gilbarco ICS - from UNVALIDATED TRANSACTION,underscore_to_space,GSTV-Domo-Admin
86d4c01f-43c2-4e45-b888-622bedada1ca,Trouble shoot off of line items,Trouble shoot off of Line Items,casing_fix,GSTV-Domo-Admin
ba08a2c1-7dd4-42e6-902f-b762fd61afbd,TW - GSTV - screens (1).xlsx,TW - GSTV - screens (1),remove_extension,Antonio Bowens
1ed0ff1a-6033-4923-9f9c-425ba0d00079,Unvalidated Transactions - Hourly - Rev Share patch,Unvalidated Transactions - Hourly - Revenue Share patch,casing_fix,Abigail Kane
2f2d9ab1-71ee-4912-9f66-1093160a079e,"VG-001 IOTV & ATV Top 20 minus AAFES_NEXCOM, Cons, Kwik, Circle K selex, Hisp, Caseys & Misc","VG-001 IOTV & ATV Top 20 minus AAFES NEXCOM, Cons, Kwik, Circle K selex, Hisp, Caseys & Misc",underscore_to_space,Al Minetola
ce4ff834-2bcd-4cf8-a473-753f5d5cfe0b,View of - DXP Site Data (MP Inclusions),View - DXP Site Data (MP Inclusions),view_prefix,Scott Anger
6233a3e3-b1ef-4ee2-95b9-c401b7390ddf,View of Finance - Programmatic Revenue Analysis - Vistar Exchange Revenue by Site,View - Finance - Programmatic Revenue Analysis - Vistar Exchange Revenue by Site,view_prefix,Kayla Cekal
2b8c959e-78dd-47ca-975a-3d881eb1e726,View of Gilbarco Applause Control Center Site Export,View - Gilbarco Applause Control Center Site Export,view_prefix,Adam Doughty
6e6cde8f-a897-4fcb-b65b-6c971aa4f7d3,View of Hourly Impression Multipliers - Site Actuals And DMA Averages,View - Hourly Impression Multipliers - Site Actuals And DMA Averages,view_prefix,GSTV-Domo-Admin
072db50b-5e28-4ae4-b6c8-08e780574655,View of ICS Site Data - MP Inclusions,View - ICS Site Data - MP Inclusions,view_prefix,Scott Anger
980f59bf-5a35-411b-a0ea-1857c9b46a52,View of Impression Analysis - Sample Site SARIMA ,View - Impression Analysis - Sample Site SARIMA,"strip_whitespace, view_prefix",GSTV-Domo-Admin
35df1366-d6d5-4222-8ceb-a96a01efbcd4,View of Inventory - PX Sites to Set to Inactive (formatted for import),View - Inventory - PX Sites to Set to Inactive (formatted for import),view_prefix,Scott Anger
2ee9b34e-0588-4dfe-8041-a1ca8736df0e,View of IO List v3,View - IO List v3,view_prefix,GSTV-Domo-Admin
e8ec2bdc-71c0-4b8c-9d14-30d2edf03ce5,View of New Editable Table,View - New Editable Table,view_prefix,GSTV-Domo-Admin
7ea164de-a752-417e-b0e4-7fa87c9310fb,View of NOC Outreach Site List,View - NOC Outreach Site List,view_prefix,Adam Doughty
8e42ce6b-4686-4830-b5dd-87c1205a30ae,View of NOC POP - GVR Default Fixed Sites,View - NOC POP - Gilbarco Default Fixed Sites,"view_prefix, network_name",Scott Anger
5b993552-5015-4874-b28b-a9eccb3ea58f,View of NOC Report - CC Data for Missing DBAs,View - NOC Report - CC Data for Missing DBAs,view_prefix,Scott Anger
72f3ab2e-db86-431c-9bb0-a9d6b746c890,View of NOC Report - CC Data for TDLINX Matching,View - NOC Report - CC Data for TDLINX Matching,view_prefix,Scott Anger
8e61e4a7-1937-4fcc-8da9-a451eb120c05,"View of NOC Report - ICS Site Data (Any Status, FP4, 30 Days SAA","View - NOC Report - ICS Site Data (Any Status, FP4, 30 Days SAA",view_prefix,Scott Anger
349d77d9-4eaf-4e3d-a16a-4ca393887fa4,View of NOC Report - ICS Site Data (SAA),View - NOC Report - ICS Site Data (SAA),view_prefix,Scott Anger
16cf9e6b-bf60-4261-af97-8aeb028116b6,View of NOC Report - ICS Site Data (Sellable for the first time filtered) SAA,View - NOC Report - ICS Site Data (Sellable for the first time filtered) SAA,view_prefix,Scott Anger
19029629-8ddc-4906-9c6d-6dcd7e51e6f0,View of NOC Report - TDLINX Combined Export NO COMMAS,View - NOC Report - TDLINX Combined Export NO COMMAS,view_prefix,Scott Anger
3ea0ebed-4b2e-4813-a1f2-19d3970e1781,View of NOC Report - TDLINX Combined Export WITH BLANK COLS_SAA,View - NOC Report - TDLINX Combined Export WITH BLANK COLS SAA,"view_prefix, underscore_to_space",Scott Anger
02c5d3b2-8890-4d71-b99a-e4337128e40d,View of OPP/IO Rev - Base Data Set - '22 Historical,View - OPP/IO Rev - Base Dataset - '22 Historical,"view_prefix, casing_fix",Abigail Kane
0c2cf9ca-e979-425e-8e59-a4e0bd3537ee,View of Opportunities - Buying Agencies,View - Opportunities - Buying Agencies,view_prefix,GSTV-Domo-Admin
